what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1362771189063
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362771197965
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362771201156
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362771201252
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362771204889
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771209421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771211665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362771220193
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1362771228152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771242288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771243002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1362771244052
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1362771247362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362771258265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362771263658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362771265877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771276066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771277662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771277880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771279004
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1362771281709
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771290070
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1362771290071
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771294216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771294925
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1362771294931
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362771331069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362771332656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771334607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771335596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771335913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771341184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362771341271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771341573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771341603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771344941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771346154
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771350070
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771350093
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1362771367688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362771380026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362771380585
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771400764
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771402995
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771402995
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771405102
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771407953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771411557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771687164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362771691767
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771798091
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771848503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771879647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771882586
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362771924484
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362771929638
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771941589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771965160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362771980620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772008574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772015130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772015924
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1362772078546
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772084840
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772084868
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772097616
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772100726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772108085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772108749
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772157055
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772163389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772199441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772200249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772236045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772246922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772283563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772284357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362772312361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362772314402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772316304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772316935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772336641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772336776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772338449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772339069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772398426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772398811
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772409615
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772410967
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772418960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772445284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772445763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772468471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772468958
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1362772506749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362772522987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362772524232
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772526635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362772542250
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772543208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362772547714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772554823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772555648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362772591992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362772593145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772599460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772599877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772615060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772648857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362772652279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772660843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772668284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772669842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772670375
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1362772686336
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1362772686893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772691263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772692217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772720001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772720861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772746316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772747863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772748549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772772253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772772678
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1362772775692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772802939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772803566
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772807208
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362772825462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772830311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772830742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772847753
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772848091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772890190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772890373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772890565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1362772891140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772894533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772894909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362772911387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362772911739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362772912013
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362772912238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362772918587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362772920014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772937765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772938047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362772947180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773081648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362773084729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773091084
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773093903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362773106522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362773108276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773113172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773119758
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773142275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773142887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773171051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773182258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773189940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773192173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773192787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362773200131
